# GREAT version 4.0.4	Species assembly: hg38	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
peak0	PDZD8 (+33125), SLC18A2 (+101249)
peak10279	DCN (-951924), BTG1 (+10850)
peak10280	PPP2R2D (+4172), BNIP3 (+77197)
peak10281	TCEA3 (-27475), ASAP3 (+31963)
peak10282	DENND4C (-93022), PLIN2 (-9837)
peak10283	TET3 (-22023), DGUOK (+37555)
peak10284	TFIP11 (-35075), TPST2 (+42583)
peak10285	IL20RB (-34871), NCK1 (+60786)
peak10286	SIGLEC15 (-54280), SLC14A1 (+44507)
peak10287	GLRX5 (-30032), SYNE3 (-28725)
peak10288	TNIP1 (-64769), ANXA6 (+5955)
peak10289	ZBTB17 (+23222), SPEN (+105046)
peak10290	RALGAPA2 (+1506), INSM1 (+342861)
peak10291	ATF7 (-44719), ATP5G2 (+5199)
peak10292	DHRS7 (-42951), PPM1A (-32945)
peak10293	FRAT2 (-22018), RRP12 (+69347)
peak10294	OTOA (+25394), NPIPB4 (+153510)
peak10295	NCOR2 (-189871), SCARB1 (+178724)
peak10296	LSP1 (-9976), TNNI2 (+15708)
peak10297	ARNTL (-71596), RASSF10 (+196658)
peak10298	PYGB (+65755), ABHD12 (+77159)
peak10299	VLDLR (-555250), SMARCA2 (+44639)
peak10300	ZNF487 (+16552), ZNF239 (+114781)
peak10301	RPS6KA2 (-87978), ENSG00000249141 (+5635)
peak10302	KLF14 (-297226), MKLN1 (-296573)
peak10303	MMP17 (-52)
peak10304	BCL2L1 (+38058), COX4I2 (+46952)
peak10305	ARID2 (-43745), ANO6 (+469835)
peak10306	CTBP2 (-571449), EDRF1 (-120237)
peak10307	NONE
peak10308	CACYBP (-22751), GPR52 (+528871)
peak10309	PTPN23 (+15877), SCAP (+79216)
peak10310	ARFGAP3 (-36537), PACSIN2 (+121206)
peak10311	RAPGEF2 (-456995), FNIP2 (+41604)
peak10312	SEPT11 (+53742), CCNI (+72426)
peak10313	RHOD (-32072), SYT12 (+17968)
peak10314	RBM34 (-113902), ARID4B (+52128)
peak10315	GPR12 (-265810), USP12 (+145301)
peak10316	TAOK1 (-776)
peak10317	FAM133B (-62176), CDK6 (+181347)
peak10318	INHBA (+224711)
peak10319	GLMN (-13167), GFI1 (+171811)
peak10320	SMIM1 (-95958), TP73 (+24310)
peak10321	C16orf70 (-46893), CBFB (+33850)
peak10322	CREB1 (-237779), KLF7 (-126168)
peak10323	PPP1R1C (-27971), SSFA2 (+66018)
peak10324	HTR1F (-624622), POU1F1 (-89570)
peak10325	JARID2 (+44064), DTNBP1 (+372682)
peak10326	WNT9A (-113)
peak10327	PLB1 (-89138), FOSL2 (+14075)
peak10328	STK25 (+62994), FARP2 (+89455)
peak10329	KMT2E (-56480), LHFPL3 (+629043)
peak10330	SMAD4 (-1913)
peak10331	ACAA2 (+27507), LIPG (+224422)
peak10332	NKD2 (-67486), BRD9 (-48519)
peak10333	CCDC93 (+64044), DDX18 (+135439)
peak10334	APPL2 (-838480), NUAK1 (+65470)
peak10335	LDHAL6B (+54722), MYO1E (+111355)
peak10336	XPO4 (-83326), LATS2 (+75411)
peak10337	SLC35G4 (-283405), PIEZO2 (-177603)
peak10338	ABTB2 (+115720), NAT10 (+136686)
peak10339	ZFP69B (-66421), SMAP2 (+9989)
peak10340	GADD45G (+383525), DIRAS2 (+654567)
peak10341	CMTM6 (+33381), CMTM7 (+78356)
peak10342	RAPGEF5 (-130417), STEAP1B (+13167)
peak10343	PTGIS (-28206), B4GALT5 (+117526)
peak10344	GAS1 (-517496), DAPK1 (-33196)
peak10345	CHD1 (+11225), RGMB (+148437)
peak10346	RYBP (-390040), SHQ1 (+11819)
peak10347	GATA6 (-422706), MIB1 (+5417)
peak10348	HERC4 (-1876)
peak10349	TNFSF4 (-195073), PRDX6 (-74880)
peak10350	DFNB59 (-2319), PRKRA (+2114)
peak10351	DUSP10 (-34965), HHIPL2 (+770962)
peak10352	CROT (-4014)
peak10353	B3GNT2 (+109805), TMEM17 (+200423)
peak10354	OAZ2 (+78858), ZNF609 (+125131)
peak10355	NUDT16 (-343249), NEK11 (+11653)
peak10356	HNRNPA3 (-212963), MTX2 (+730181)
peak10357	MSRA (-401516), TNKS (+96838)
peak10358	HIKESHI (-46064), EED (+10936)
peak10359	NAT8 (+1770), ALMS1 (+254865)
peak10360	FUT9 (-210066), MANEA (+228375)
peak10361	ZBTB44 (+9734), ST14 (+145316)
peak10362	MAP3K4 (-255965), PLG (+33577)
peak10363	SUV39H2 (-5353), HSPA14 (+35372)
peak10364	ZNF783 (+35281), ZNF777 (+163671)
peak10365	TNFRSF1B (-16295), TNFRSF8 (+87331)
peak10366	FBXL22 (+115689), HERC1 (+120846)
peak10367	IKBIP (+9222), SLC25A3 (+42228)
peak10368	PLCG1 (+11)
peak10369	METTL14 (+73159), SEC24D (+77611)
peak10370	CHMP6 (-179822), RPTOR (+266751)
peak10371	RBM33 (+37270), SHH (+130324)
peak10372	SYT1 (-865493), NAV3 (+167887)
peak10373	LAMA2 (-284414), PTPRK (-78307)
peak10374	XXYLT1 (-136881), ACAP2 (+35030)
peak10375	KL (-20661), PDS5B (+409345)
peak10376	MLF1 (-164344), RSRC1 (+308439)
peak10377	MAP3K1 (-744149), IL6ST (-76432)
peak10378	TM4SF4 (+34207), WWTR1 (+195092)
peak10379	TNS4 (-29966), CCR7 (+33909)
peak10380	PCBD1 (-185810), UNC5B (-137976)
peak10381	MAX (+20869), FNTB (+94881)
peak10382	EYA2 (+80600), ZMYND8 (+381473)
peak10383	MTERF4 (-6752), PASK (+40388)
peak10384	IRS2 (-6086), COL4A1 (+514495)
peak10385	NINJ2 (-49857), WNK1 (-39287)
peak10386	ASTN2 (-268455), TLR4 (-20847)
peak10387	GTDC1 (+135818), ARHGAP15 (+970608)
peak10388	FTO (+41856), IRX3 (+540944)
peak10389	AKR1E2 (-933382), KLF6 (-107597)
peak10390	DDC (-24174), GRB10 (+142722)
peak10391	TIMP1 (-17613), ARAF (+3600)
peak10392	CYP1B1 (-201544), ATL2 (+99537)
peak10393	IRF2 (-81003), CASP3 (+93892)
peak10394	PIGP (+1423), RIPPLY3 (+64825)
peak10395	RAD51B (+409842), ZFP36L1 (+563619)
peak10396	KLF12 (+392674), KLF5 (+543583)
peak10397	ST8SIA6 (-52995), HACD1 (+110052)
peak10398	EDN1 (-179720), HIVEP1 (+98305)
peak10399	ABCB9 (-12002), PITPNM2 (+116777)
peak10400	ST20-MTHFS (-43999), BCL2A1 (+3703)
peak10401	MAP3K9 (-92836), PCNX1 (-5035)
peak10402	MAPK10 (+1925), ARHGAP24 (+881547)
peak10403	KLRD1 (+18732), KLRK1 (+66840)
peak10404	SCHIP1 (-42868), MFSD1 (+995128)
peak10405	TLE3 (-202125), UACA (+463292)
peak10406	JARID2 (-822163), CD83 (+306492)
peak10407	MXD1 (+19423), ASPRV1 (+27771)
peak10408	TMC1 (-132352), ZFAND5 (-24857)
peak10409	SPERT (-185236), COG3 (+52150)
peak10410	GNB5 (-50318), MYO5C (+54111)
peak10411	ARHGAP26 (+51469), NR3C1 (+581836)
peak10412	SERPINB1 (-7015), SERPINB9 (+54259)
peak10413	AOAH (-53616), ELMO1 (+671184)
peak10414	FBXL14 (+81618), ERC1 (+484800)
peak10415	PPIL6 (-8738), MICAL1 (+16059)
peak10416	ALDH1A1 (-164088), ANXA1 (-40511)
peak10417	PPP2R5E (-168955), SGPP1 (+15710)
peak10418	RBM26 (-57573), NDFIP2 (-17330)
peak10419	TMEM159 (-218824), LYRM1 (+38761)
peak10420	COL6A1 (+141)
peak10421	BID (+47187), BCL2L13 (+88245)
peak10422	TFRC (-38466), ZDHHC19 (+90740)
peak10423	FDX1 (+8262), ARHGAP20 (+274583)
peak10424	PIM1 (-32643), FGD2 (+131913)
peak10425	OR5K4 (-22303), OR5H2 (+48663)
peak10426	FAM200B (+805)
peak10427	UQCC2 (+28184), ITPR3 (+63178)
peak10428	CD101 (-58121), PTGFRN (+33634)
peak10429	ROGDI (-30842), GLYR1 (+13550)
peak10430	SPRED2 (+70060), ACTR2 (+134280)
peak10431	EPG5 (-9908), PSTPIP2 (+95078)
peak10432	UCHL5 (+73212), RGS2 (+177243)
peak10433	MELTF (-261566), DLG1 (+7194)
peak10434	SLC16A4 (+3863), RBM15 (+48713)
peak10435	CLECL1 (+1290), CLEC2D (+62296)
peak10436	SRF (-78450), PTK7 (+16035)
peak10437	GATA3 (+523150)
peak10438	ZNF217 (-249183), BCAS1 (+227572)
peak10439	GPAT3 (+5134), NKX6-1 (+957402)
peak10440	KCNE2 (-278692), SLC5A3 (+11762)
peak10441	SEMA6C (+21221), GABPB2 (+54632)
peak10442	ADAT2 (+114162), AIG1 (+275635)
peak10443	SSTR3 (-10618), RAC2 (+21330)
peak10444	MIIP (-14399), MFN2 (+24755)
peak10445	POMC (-134348), DNMT3A (+39339)
peak10446	PLA2G4A (+72025)
peak10447	REV1 (-566554), AFF3 (+49539)
peak10448	KITLG (-678219), DUSP6 (+94591)
peak10449	IRF2BP2 (-468271), TOMM20 (+51140)
peak10450	PSTPIP1 (+17995), TSPAN3 (+58148)
peak10451	MAFK (+3239), TMEM184A (+22477)
peak10452	SMYD2 (+115511), PTPN14 (+154479)
peak10453	UBE2N (+21147), NUDT4 (+43232)
peak10454	STT3B (-430126), GADL1 (-207899)
peak10455	SLC22A16 (-113789), CDK19 (+224886)
peak10456	PROX2 (+22114), YLPM1 (+78354)
peak10457	TNFRSF10D (+6451), TNFRSF10C (+54989)
peak10458	HACL1 (-37174), ANKRD28 (+220766)
peak10459	CRTC3 (-50932), IQGAP1 (+90918)
peak10460	HINT3 (-52736), NCOA7 (+113282)
peak10461	SLC19A1 (+24559), COL18A1 (+62381)
peak10462	GOLPH3 (-102308), MTMR12 (+36351)
peak10463	KMT5A (-25524), SBNO1 (-7808)
peak10464	CCR4 (+41739), TMPPE (+103488)
peak10465	IRS2 (-88073), COL4A1 (+432508)
peak10466	CDR2 (+18818), POLR3E (+58390)
peak10467	LEF1 (+60509), HADH (+118199)
peak10468	FDX1 (+24012), ARHGAP20 (+258833)
peak10469	C1QTNF9 (-179604), SPATA13 (+147757)
peak10470	L3MBTL2 (+11357), CHADL (+24372)
peak10471	METAP2 (-233131), VEZT (+23074)
peak10472	PPP1R1C (-30733), SSFA2 (+63256)
peak10473	PRKACG (+92926), FAM122A (+141153)
peak10474	DERL1 (+24771), ZHX2 (+236258)
peak10475	ATXN10 (+88785), WNT7B (+216545)
peak10476	WASF2 (+7997), GPR3 (+89517)
peak10477	VSTM2A (+4591), SEC61G (+213058)
peak10478	BCL2 (+112438), PHLPP1 (+492240)
peak10479	EYA1 (-468727), MSC (+13509)
peak10480	AP3M2 (+24560), PLAT (+30218)
peak10481	KCMF1 (-62040), TMSB10 (+3428)
peak10482	PLGLB1 (-476635), PLGLB2 (-249600)
peak10483	KLHL2 (-717)
peak10484	TFAP2C (-74329), FAM209B (+21727)
peak10485	ARL6IP5 (+9555), LMOD3 (+28067)
peak10486	TESPA1 (+2696), MUCL1 (+127439)
peak10487	TRPM6 (+25717), RORB (+365012)
peak10488	ARHGEF6 (-76541), RBMX (+22096)
peak10489	CXCL6 (-3637)
peak10490	RAP2A (-157178), MBNL2 (+54748)
peak10491	OR5AU1 (-59267), HNRNPC (+54095)
peak10492	GNG4 (-209996), LYST (+6931)
peak10493	ALDH1B1 (+273)
peak10494	NINJ2 (-52957), WNK1 (-36187)
peak10495	SPATA31A6 (+213864)
peak10496	RAPGEFL1 (-23502), CASC3 (+13185)
peak10497	OR1F1 (-21241), ZNF213 (+47978)
peak10498	IPO5 (-517707), RAP2A (+1746)
peak10499	SKOR2 (-660956), SMAD2 (+18000)
peak10500	PPP1CB (-164741), PLB1 (+91041)
peak10501	KIAA0040 (-128249), TNR (+422767)
peak10502	SCML4 (+1962), SOBP (+332392)
peak10503	RDH10 (+4843), STAU2 (+447482)
peak10504	ATP2A2 (+35404), ANAPC7 (+86645)
peak10505	FAM110A (+22716), ANGPT4 (+59824)
peak10506	ENSG00000268041 (-614)
peak10507	TMEM140 (-665)
peak10508	FOXO1 (+31019), COG6 (+979901)
peak10509	SEPT9 (-182307), SEC14L1 (+10354)
peak10510	CDKL2 (-23780), G3BP2 (+19663)
peak10511	TLE3 (-168821), UACA (+496596)
peak10512	SUMO3 (-50384), PTTG1IP (+5324)
peak10513	WNT10B (-1046)
peak10514	GPR82 (+72562), CASK (+126298)
peak10515	ANLN (-103397), EEPD1 (+133260)
peak10516	LRRC37A3 (-19875), GNA13 (+118179)
peak10517	RNF182 (-87499), MCUR1 (-22800)
peak10518	PDLIM1 (+45425), ACSM6 (+51399)
peak10519	GTDC1 (+107098), ARHGAP15 (+999328)
peak10520	CYTIP (-157925), ACVR1C (+26938)
peak10521	ACSM3 (+8152), ERI2 (+34619)
peak10522	FCGR2A (-118671), CFAP126 (-18885)
peak10523	GPR65 (+14877), KCNK10 (+303248)
peak10524	GATA1 (-35046), SUV39H1 (+55954)
peak10525	MMP7 (-68620), MMP20 (+25959)
peak10526	HSD17B4 (-96633), TNFAIP8 (+22762)
peak10527	INHBB (-55208), RALB (+38177)
peak10528	FAM174B (+30109), ST8SIA2 (+232021)
peak10529	RPRD1A (+97127), GALNT1 (+315889)
peak10530	CERS5 (+8119), COX14 (+47324)
peak10531	TNFAIP3 (+101073), PERP (+139250)
peak10532	HS3ST1 (-58324)
peak10533	TMPRSS13 (-1608)
peak10534	PIK3R2 (-33751), IL12RB1 (-20423)
peak10535	SLCO5A1 (+74744), SULF1 (+293696)
peak10536	UBQLN1 (+26525), IDNK (+58510)
peak10537	ADAM19 (+56600), NIPAL4 (+59156)
peak10538	CBR4 (+149699), PALLD (+363455)
peak10539	NPAS2 (-192161), PDCL3 (+65301)
peak10540	RSU1 (-150081), CUBN (+162367)
peak10541	CAPZB (+16109), PQLC2 (+156227)
peak10542	AICDA (-26452), MFAP5 (+23489)
peak10543	POLR3B (-101444), CKAP4 (-8226)
peak10544	ENSG00000284552 (-170908), BASP1 (+97763)
peak10545	DNAI1 (+27275), ENHO (+37014)
peak10546	NPFF (-81986), ENSG00000267281 (+36355)
peak10547	PRLR (-605369), IL7R (-20891)
peak10548	FNBP1L (+160311), BCAR3 (+238708)
peak10549	DUSP22 (-102928)
peak10550	ENG (-7567), AK1 (+11221)
peak10551	RANBP3L (-158231), SLC1A3 (-146224)
peak10552	MYC (+545001)
peak10553	DLL1 (+142580), ERMARD (+396268)
peak10554	PLSCR2 (-32683), PLSCR1 (+42880)
peak10555	KCTD20 (-42120), ETV7 (-12864)
peak10556	DUSP10 (+70009), HLX (+792767)
peak10557	ZNF217 (-410762), BCAS1 (+65993)
peak10558	MFSD4A (+24855), ELK4 (+38130)
peak10559	TFF1 (-21468), TMPRSS3 (+8784)
peak10560	ICE1 (-863)
peak10561	GBP5 (-3686)
peak10562	TMCC2 (+19146), NUAK2 (+74469)
peak10563	NAMPT (-1092)
peak10564	ISL2 (-2375)
peak10565	DUSP6 (-140479), GALNT4 (+31056)
peak10566	IQGAP2 (-108556), SV2C (+211521)
peak10567	C1QTNF7 (-186854), CPEB2 (+150408)
peak10568	IL1RL1 (-6038), IL1RL2 (+118491)
peak10569	XCR1 (-177675), CCR1 (+2979)
peak10570	SYTL3 (+67462), EZR (+101936)
peak10571	SLFN12L (-53314), SLFN14 (+16927)
peak10572	FAM49B (-125932), ASAP1 (+377896)
peak10573	STARD13 (-327374), RFC3 (-204920)
peak10574	OR56B1 (-44209), TRIM22 (+2550)
peak10575	MCF2L2 (-9879), KLHL6 (+117535)
peak10576	IFT81 (-115527), ANKRD13A (+9327)
peak10577	TMEM131 (+83439), ZAP70 (+198892)
peak10578	CHST1 (+64)
peak10579	IFI44 (-3976)
peak10580	DENND1A (+61814), CRB2 (+512033)
peak10581	GPR52 (-254543), RABGAP1L (+34051)
peak10582	MAP3K15 (-275793), SH3KBP1 (+96547)
peak10583	HDAC9 (+42724), TWIST1 (+578645)
peak10584	DYNC1H1 (+27039), HSP90AA1 (+148119)
peak10585	RAP2A (-210336), MBNL2 (+1590)
peak10586	STAB2 (-88050), ASCL1 (+541537)
peak10587	CELF4 (+171819), KIAA1328 (+565101)
peak10588	RHBDF2 (-10366), CYGB (+26132)
peak10589	ENSG00000284552 (-257227), BASP1 (+11444)
peak10590	CREB1 (-274682), KLF7 (-89265)
peak10591	ZBTB17 (+24982), SPEN (+103286)
peak10592	PGAP3 (+8379), PNMT (+11570)
peak10593	RNF146 (+22245), ECHDC1 (+54020)
peak10594	REST (-78885), SPINK2 (-7282)
peak10595	CA10 (+193351), UTP18 (+704848)
peak10596	NR2F2 (-460769)
peak10597	AGPAT4 (-83039)
peak10598	EDC3 (-20816), CYP1A1 (+8751)
peak10599	TSPAN33 (-7433), ENSG00000230626 (+10941)
peak10600	MTCH2 (-68006), AGBL2 (+4731)
peak10601	ENSG00000284552 (-252624), BASP1 (+16047)
peak10602	HSP90AA1 (+44002), DYNC1H1 (+131156)
peak10603	C1orf35 (+465)
peak10604	BAALC (-1752)
peak10605	RP1L1 (+26146), PRSS55 (+103410)
peak10606	SERINC5 (+24549), THBS4 (+196182)
peak10607	SYT6 (+43758), OLFML3 (+129716)
peak10608	PARD3B (-548096), ICOS (+60949)
peak10609	CANX (+758)
peak10610	COG1 (-25981), SSTR2 (+1997)
peak10611	SLC38A2 (-5062), SLC38A4 (+448068)
peak10612	DUSP4 (-424311), SARAF (+308228)
peak10613	KRT73 (-14947), KRT2 (+18658)
peak10614	MDFIC (-108447), FOXP2 (+398710)
peak10615	SLN (-65938), SLC35F2 (+73557)
peak10616	PIGR (-16128), FCAMR (+8006)
peak10617	SAR1B (+24190), JADE2 (+83141)
peak10618	DNM1L (+13097), YARS2 (+63518)
peak10619	SOX5 (-950187), BCAT1 (+3185)
peak10620	VPS13D (-19312), TNFRSF1B (+43752)
peak10621	HIST2H2BF (+662)
peak10622	CSRP2 (-184053), E2F7 (+2467)
peak10623	CACNG3 (-63464), PRKCB (+356065)
peak10624	RBM47 (+56392), CHRNA9 (+123037)
peak10625	LRRC40 (+33894), LRRC7 (+411551)
peak10626	ANO7 (-8387), PPP1R7 (+30100)
peak10627	AMZ2 (-66693), KPNA2 (+144921)
peak10628	ZNF395 (+24762), PNOC (+44572)
peak10629	CCIN (-24336), GLIPR2 (+8313)
peak10630	TIGD2 (+194363), SNCA (+532452)
peak10631	COPS2 (-2859)
peak10632	RAF1 (+25893), MKRN2 (+81319)
peak10633	ARHGEF6 (-83835), RBMX (+14802)
peak10634	CTLA4 (-147577), CD28 (+13661)
peak10635	RGS9 (+4975), AXIN2 (+419198)
peak10636	STIM2 (+26470)
peak10637	FLT3LG (-16305), ALDH16A1 (+5087)
peak10638	SIGLECL1 (-6111), CD33 (+26501)
peak10639	PPP1R15B (-14307), PIK3C2B (+64326)
peak10640	TMF1 (-7614), UBA3 (+20491)
peak10641	ATXN2 (+69472), SH2B3 (+124256)
peak10642	SMIM2 (+48164), ENSG00000281883 (+229293)
peak10643	NIM1K (+41351), HMGCS1 (+79290)
peak10644	TRIB1 (-278036), NSMCE2 (+60432)
peak10645	MKLN1 (-402243), KLF14 (-191556)
peak10646	SUPT3H (-336368), CLIC5 (+366094)
peak10647	NFU1 (-178511), AAK1 (+27578)
peak10648	TREH (-12926), DDX6 (+98349)
peak10649	FAM133B (-83926), CDK6 (+159597)
peak10650	LPAR3 (-103513), MCOLN2 (+27268)
peak10651	CDADC1 (+66623), CAB39L (+99203)
peak10652	ENSG00000255275 (-27485), IFFO2 (+8080)
peak10653	GRB7 (+44386), IKZF3 (+81031)
peak10654	MMD (-12867), ENSG00000261873 (+76585)
peak10655	KCNE5 (-70706), ACSL4 (+37514)
peak10656	RBM44 (-97933), LRRFIP1 (+8473)
peak10657	TMPRSS7 (-40132), TAGLN3 (+3049)
peak10658	BLM (-100020), CRTC3 (+87239)
peak10659	ZFP36L2 (-352081), THADA (+17284)
peak10660	CD40LG (-21697), VGLL1 (+94344)
peak10661	PLA2G4A (+73321)
peak10662	KRR1 (-440260), PHLDA1 (+82051)
peak10663	MPC1 (-34268), RPS6KA2 (+445245)
peak10664	MICAL1 (-6354), ZBTB24 (+10915)
peak10665	IKZF1 (-158921), C7orf72 (+49825)
peak10666	SHB (-210548), ALDH1B1 (-112905)
peak10667	RALGAPA2 (-387373), KIZ (-26193)
peak10668	CSTA (-25838), CASR (+115072)
peak10669	ICOS (-26493), CTLA4 (+42469)
peak10670	SELENON (-3096)
peak10671	TMPRSS6 (-11549), IL2RB (+34788)
peak10672	SELPLG (-59088), CORO1C (+11832)
peak10673	ENHO (-2157)
peak10674	SLA (+79114), TG (+114283)
peak10675	TTC39A (+39413), RNF11 (+46526)
peak10676	DFNA5 (-69155), OSBPL3 (+152920)
peak10677	CPEB2 (-80670)
peak10678	CTAGE15 (-77863), TAS2R41 (+16065)
peak10679	EEFSEC (+32680), DNAJB8 (+280834)
peak10680	GPR82 (-30959), GPR34 (+4223)
peak10681	KIF2C (-55026), TMEM53 (-10239)
peak10682	EIF4ENIF1 (+43772), DRG1 (+46292)
peak10683	SLC7A14 (-49012), RPL22L1 (+235397)
peak10684	ATG10 (+10391), RPS23 (+296161)
peak10685	TBC1D30 (+53191), WIF1 (+243803)
peak10686	PTPRN2 (-26189), NCAPG2 (+90930)
peak10687	ATM (+18652), C11orf65 (+226017)
peak10688	SGIP1 (-259502), PDE4B (+482266)
peak10689	ICE2 (-96027), RORA (+52291)
peak10690	GIMAP8 (-14676), ZNF775 (+56619)
peak10691	ANAPC10 (-37919), OTUD4 (+43220)
peak10692	TOP2B (+75442), RARB (+160619)
peak10693	RINT1 (+4047), EFCAB10 (+45368)
peak10694	HDAC4 (+111054), TWIST2 (+441863)
peak10695	ARHGAP15 (+124982), GTDC1 (+981444)
peak10696	PPP2R5A (-59886), DTL (+190074)
peak10697	SNX6 (-16140), CFL2 (+68367)
peak10698	PLEK2 (-85737), TMEM229B (+17367)
peak10699	MRC2 (-136190), TLK2 (+12186)
peak10700	BRD7 (+30104), ADCY7 (+72159)
peak10701	TOX2 (-41)
peak10702	AGXT2 (-164514), PRLR (+17982)
peak10703	AGTPBP1 (+479465), NTRK2 (+592786)
peak10704	BARHL2 (-832)
peak10705	PRDM1 (+16003), ATG5 (+223468)
peak10706	IL1RL1 (-46525), IL1RL2 (+78004)
peak10707	PRMT7 (+10328), SMPD3 (+127226)
peak10708	ARHGAP10 (+72612), NR3C2 (+637845)
peak10709	UBQLN1 (+28340), IDNK (+56695)
peak10710	NKX2-6 (-24876), STC1 (+123333)
peak10711	ZMYND8 (-77627), NCOA3 (-67603)
peak10712	TTC14 (-324859), PEX5L (-240341)
peak10713	ZNF777 (+21353), ZNF783 (+177599)
peak10714	CRMP1 (-110549), ENSG00000284684 (+66555)
peak10715	TRUB1 (-4447)
peak10716	IRF2BP2 (-121406), TOMM20 (+398005)
peak10717	RUNX1 (+102294), CLIC6 (+277661)
peak10718	NDUFV2 (-7804), MTCL1 (+377455)
peak10719	FAM167A (-17266), BLK (-9968)
peak10720	IL17F (+12581), IL17A (+45569)
peak10721	PGRMC2 (-272094), JADE1 (-248700)
peak10722	IGF2BP3 (+78968), MALSU1 (+92299)
peak10723	IL6 (-139187), STEAP1B (-86199)
peak10724	SFI1 (+50650), PISD (+81008)
peak10725	CYFIP2 (-16827), ITK (+68426)
peak10726	TRIB2 (+236867)
peak10727	ATP8B4 (+12524), FGF7 (+683602)
peak10728	TOX2 (+109110), JPH2 (+163604)
peak10729	ANP32A (+35956), CORO2B (+205970)
peak10730	NAALADL2 (+639811)
peak10731	TNIP3 (-51543), QRFPR (+102050)
peak10732	AMIGO2 (-112375), RPAP3 (+513821)
peak10733	LRRC70 (-3865)
peak10734	EMCN (-497896), PPP3CA (+331491)
peak10735	TGFBR1 (-52139), COL15A1 (+109372)
peak10736	TAB2 (-562944), UST (+10780)
peak10737	SLA2 (+17960), C20orf24 (+22434)
peak10738	MAN2C1 (-38699), SIN3A (+44410)
peak10739	TMEM9B (-6642), NRIP3 (+32634)
peak10740	CMC1 (-335688), EOMES (-183595)
peak10741	IL1RL1 (-5659), IL1RL2 (+118870)
peak10742	CTAGE1 (-457091), RBBP8 (-58820)
peak10743	RAD51 (-19929), KNL1 (+81225)
peak10744	ARID1B (+14022), TMEM242 (+532205)
peak10745	CBL (+54547), MCAM (+56293)
peak10746	SMIM18 (-138207), RBPMS (+115882)
peak10747	NOL11 (-326557), PITPNC1 (+13121)
peak10748	GLS (-158227), NAB1 (+73367)
peak10749	E2F2 (-2373)
peak10750	LEP (-132311), LRRC4 (-77903)
peak10751	SGSM1 (+3986), TMEM211 (+136390)
peak10752	C12orf40 (-4667), ABCD2 (-1765)
peak10753	ATG16L2 (+13686), FCHSD2 (+314267)
peak10754	GP5 (-91780), ATP13A3 (+8230)
peak10755	CXCL11 (-22185), ART3 (-16328)
peak10756	SYNGR2 (-8550), C17orf99 (+13655)
peak10757	CDK5R1 (+17535), MYO1D (+373023)
peak10758	NTMT1 (-39694), PTPA (+475141)
peak10759	KRTAP19-8 (-314664), TIAM1 (+205837)
peak10760	CLCN3 (+6962), HPF1 (+130465)
peak10761	PSD4 (-38470), IL1RN (+17604)
peak10762	PHLPP1 (-107162), ZCCHC2 (+85281)
peak10763	HSPH1 (+111737), MEDAG (+144460)
peak10764	KCNB1 (-67767), PTGIS (+17703)
peak10765	CMSS1 (+67589), FILIP1L (+229090)
peak10766	ALDOB (-27753), TMEM246 (+69872)
peak10767	RFLNB (-196330), VPS53 (+72587)
peak10768	AGPAT2 (-16284), FAM69B (-8863)
peak10769	RBM15 (-102499), KCNC4 (+24534)
peak10770	DUSP4 (-67998), SARAF (+664541)
peak10771	ELF2 (+50045), NOCT (+73642)
peak10772	KRBOX4 (-737328), CXorf36 (-508628)
peak10773	KBTBD8 (+1974), SUCLG2 (+654329)
peak10774	RLN1 (-96378), PLGRKT (+1627)
peak10775	RAPGEF2 (-446308), FNIP2 (+52291)
peak10776	EXT1 (+57761), MED30 (+533379)
peak10777	CCDC188 (-92709), RTN4R (+24757)
peak10778	CXCR3 (-4401)
peak10779	CABYR (-137514), LAMA3 (+312138)
peak10780	RBMS3 (-97792), ENSG00000283563 (+834376)
peak10781	GLS (-158589), NAB1 (+73005)
peak10782	NRF1 (-23703), STRIP2 (+171942)
peak10783	SMIM6 (-3958)
peak10784	DCP2 (+41298), TSSK1B (+416997)
peak10785	GIMAP5 (-2868)
peak10786	SHANK2 (-52629), DHCR7 (+733988)
peak10787	AOAH (-603098), ELMO1 (+121702)
peak10788	PLCG2 (-254669), CMIP (+79419)
peak10789	PRL (+234610), SOX4 (+470123)
peak10790	BCL2L14 (-61527), ETV6 (+359558)
peak10791	PFKFB3 (-54540), RBM17 (+2430)
peak10792	DNAJC1 (+112036), MLLT10 (+357346)
peak10793	NIPAL4 (-108141), FNDC9 (-6157)
peak10794	MKL1 (-1117)
peak10795	KRR1 (-130857), PHLDA1 (+391454)
peak10796	PCBP1 (+46849), C2orf42 (+56768)
peak10797	SLC2A9 (-11364), WDR1 (+84013)
peak10798	SMLR1 (-205092), TMEM200A (+185197)
peak10799	HIVEP2 (+31844), ADGRG6 (+612592)
peak10800	KLF4 (+2033), RAD23B (+204334)
peak10801	METTL14 (+42336), SEC24D (+108434)
peak10802	CCNI (-51112), CCNG2 (-30034)
peak10803	SOX21 (-321720), ABCC4 (+267310)
peak10804	CADPS2 (+213)
peak10805	S1PR1 (-115948), DPH5 (-95168)
peak10806	OSBPL10 (+217942), STT3B (+230570)
peak10807	HUWE1 (-31284), PHF8 (+329796)
peak10808	SMAD7 (-299042), DYM (+211049)
