# GREAT version 4.0.4	Species assembly: mm10	Association rule: Single nearest gene: 1000000 bp max extension, curated regulatory domains included
peak0	Hint3 (-37397)
peak16524	Ino80c (+2600)
peak16525	Capn2 (-274)
peak16526	Stk39 (+37469)
peak16527	Gab2 (-14005)
peak16528	Gigyf2 (-10979)
peak16529	Scamp1 (+23070)
peak16530	Cyp2g1 (-24204)
peak16531	Vps26a (+16672)
peak16532	Kcnk9 (-144189)
peak16533	Smtn (-41217)
peak16534	Stt3b (+73747)
peak16535	Jazf1 (-62231)
peak16536	Sh3glb1 (+15067)
peak16537	Pkn2 (-276828)
peak16538	Rpusd4 (+73899)
peak16539	Babam2 (+200886)
peak16540	D430041D05Rik (-40542)
peak16541	Gramd3 (+3873)
peak16542	Timp3 (-49986)
peak16543	Mapt (+91369)
peak16544	Ttc33 (+2585)
peak16545	Tctex1d1 (-6586)
peak16546	Trib1 (-104451)
peak16547	Cdk6 (+31111)
peak16548	Npm3 (-2472)
peak16549	Itpr1 (+115290)
peak16550	Wwox (+441192)
peak16551	Zfp704 (+110581)
peak16552	4930579G24Rik (+428)
peak16553	Fadd (-3364)
peak16554	Plcg1 (-1423)
peak16555	Inpp5a (+7028)
peak16556	Exosc2 (+8145)
peak16557	Adam30 (-54331)
peak16558	Alkbh1 (+19947)
peak16559	Cd248 (-5817)
peak16560	Igsf5 (+10463)
peak16561	D430042O09Rik (+139804)
peak16562	Clnk (+62112)
peak16563	Fbxo48 (+5305)
peak16564	Rere (+168878)
peak16565	Hira (+75985)
peak16566	Jazf1 (+165169)
peak16567	Plscr2 (+7120)
peak16568	Skap2 (+24195)
peak16569	Gm11032 (+1961)
peak16570	2410089E03Rik (+65274)
peak16571	Dysf (+150208)
peak16572	Bloc1s4 (+521)
peak16573	Wnt7b (-25988)
peak16574	Tnfsf10 (+14072)
peak16575	Slco3a1 (+203010)
peak16576	Cox6b2 (+388)
peak16577	Rtn4ip1 (+43160)
peak16578	Gtf2i (+32620)
peak16579	Syt13 (+30418)
peak16580	Usp39 (+29542)
peak16581	Znrf3 (+7948)
peak16582	Sars (-22794)
peak16583	Srsf5 (-16949)
peak16584	Lrrc8d (+30927)
peak16585	Katnal1 (+18342)
peak16586	Clec16a (+110440)
peak16587	Kif1bp (+3266)
peak16588	Ffar2 (-9172)
peak16589	Hlf (+3230)
peak16590	Ncs1 (-24927)
peak16591	Rcsd1 (+18424)
peak16592	Pabpc2 (-15051)
peak16593	S100a10 (+17349)
peak16594	Slco2a1 (-14167)
peak16595	Defb43 (+3171)
peak16596	Adssl1 (+9617)
peak16597	Chd5 (+22391)
peak16598	Camk4 (+3648)
peak16599	Zfp36l2 (+77774)
peak16600	Zfp36l2 (+60684)
peak16601	Cox6b2 (-127)
peak16602	Akap12 (-134139)
peak16603	Sipa1l1 (+6713)
peak16604	Lnpep (+23403)
peak16605	Ywhaz (+34605)
peak16606	Sept9 (+35990)
peak16607	Txn2 (+40506)
peak16608	Nol10 (+82325)
peak16609	Arap1 (+12638)
peak16610	Cdkn1a (-12914)
peak16611	Nanos1 (-74325)
peak16612	Fam83d (-44910)
peak16613	Lekr1 (-18594)
peak16614	Elk3 (-43111)
peak16615	Dyrk1a (+26479)
peak16616	Smg6 (+85575)
peak16617	Cd82 (+18539)
peak16618	Ntng2 (+2464)
peak16619	Prim2 (+20534)
peak16620	Zfp143 (+17140)
peak16621	Hip1 (+72553)
peak16622	Rbms3 (-51945)
peak16623	Serpine2 (-156949)
peak16624	Zfp263 (+29418)
peak16625	Ccl28 (+31153)
peak16626	Cmss1 (+97101)
peak16627	a (-42509)
peak16628	Plekho2 (+29725)
peak16629	Itpkb (+58175)
peak16630	Susd3 (-24690)
peak16631	Glrx (-45477)
peak16632	Get4 (+31357)
peak16633	Itga2 (-1622)
peak16634	Foxp1 (+243986)
peak16635	Sema3f (-13860)
peak16636	Mxd3 (-752)
peak16637	Ppp2r5c (+9160)
peak16638	Snx18 (-20500)
peak16639	Myo1e (+70565)
peak16640	Atf5 (-10286)
peak16641	Gja10 (+15001)
peak16642	Tmem17 (+111982)
peak16643	Gm10309 (-3092)
peak16644	Lrrfip1 (+3202)
peak16645	Uxs1 (+6667)
peak16646	Ankle1 (+823)
peak16647	Usp6nl (+192904)
peak16648	Calcb (-5961)
peak16649	Epcam (-73947)
peak16650	Zfat (+62076)
peak16651	Gpbp1 (+28508)
peak16652	Tiam1 (+116988)
peak16653	Adh5 (-5793)
peak16654	Syk (+17309)
peak16655	Cdh17 (-23616)
peak16656	Tnfsf10 (-14146)
peak16657	Fam117b (+53379)
peak16658	Foxi1 (+48197)
peak16659	Zcchc11 (-1174)
peak16660	Ankrd2 (-16716)
peak16661	Osbpl3 (-47303)
peak16662	Il10 (-19249)
peak16663	Ttc7b (-5275)
peak16664	Ifnar2 (-17321)
peak16665	Cdc42se2 (+17693)
peak16666	Rims3 (+24842)
peak16667	Sh3bgrl2 (+15593)
peak16668	Zbtb43 (-3747)
peak16669	Slc22a16 (-43105)
peak16670	Podnl1 (-118)
peak16671	Mbnl1 (+95974)
peak16672	Tmem17 (+120427)
peak16673	Psmd4 (-9580)
peak16674	Snx20 (-1122)
peak16675	Afg3l1 (+791)
peak16676	Usp6nl (+7016)
peak16677	Tet2 (-56675)
peak16678	Tmem108 (+21896)
peak16679	Ndrg1 (-48503)
peak16680	Tgm2 (+58201)
peak16681	Dapl1 (+49897)
peak16682	2410004P03Rik (-73900)
peak16683	March10 (+12959)
peak16684	Has3 (-33517)
peak16685	Slc35d3 (+20260)
peak16686	Rybp (+214823)
peak16687	Kcnma1 (+73302)
peak16688	Smco2 (-1695)
peak16689	Olfr530 (-777)
peak16690	Ets1 (+5194)
peak16691	Bach2 (-18850)
peak16692	Coasy (+311)
peak16693	Mvp (+7201)
peak16694	Zc3h4 (+5061)
peak16695	Gimap9 (-3953)
peak16696	Ggn (+276)
peak16697	Spry2 (-25895)
peak16698	Akap13 (-57684)
peak16699	Wdfy1 (+9784)
peak16700	Atp10a (+20452)
peak16701	Tes (-4885)
peak16702	Zap70 (+10918)
peak16703	Il1rl1 (-27094)
peak16704	Ap1g1 (-4953)
peak16705	St8sia1 (+11991)
peak16706	Cdk17 (+24002)
peak16707	Mef2d (-600)
peak16708	Chrna9 (-11556)
peak16709	Akap6 (+147857)
peak16710	Pggt1b (+33108)
peak16711	Limd2 (+17973)
peak16712	Med13 (+40357)
peak16713	Psme4 (+28589)
peak16714	Gm10972 (+6233)
peak16715	Kpna4 (-9268)
peak16716	Acadl (+17376)
peak16717	Dtl (+26519)
peak16718	Dyrk1a (+129206)
peak16719	Nr3c1 (-33095)
peak16720	Dip2b (+80980)
peak16721	Nfatc2 (+48792)
peak16722	Slitrk5 (+2067)
peak16723	1810062G17Rik (+18313)
peak16724	Sla (+12948)
peak16725	Zmiz1 (-269722)
peak16726	Clvs1 (-139093)
peak16727	AI846148 (+5181)
peak16728	Gss (+29752)
peak16729	Tbl1xr1 (-187800)
peak16730	Wnt3 (+24624)
peak16731	1700017B05Rik (+532)
peak16732	Hlcs (+73834)
peak16733	Zc3h12a (-3800)
peak16734	Hivep1 (-2929)
peak16735	Fam57a (+7087)
peak16736	Cdcp1 (+28289)
peak16737	Ccdc54 (+10600)
peak16738	Rasd2 (-10324)
peak16739	Fcrls (+16044)
peak16740	Agbl3 (-58508)
peak16741	Qtrt2 (+15627)
peak16742	Prep (+661)
peak16743	Son (+10060)
peak16744	Lyrm4 (-98651)
peak16745	Spdye4c (-204735)
peak16746	Gsn (-10378)
peak16747	Rpl37a (-422)
peak16748	4930523C07Rik (-14314)
peak16749	Smarcd3 (-36312)
peak16750	Sik3 (+2463)
peak16751	Lilrb4a (+4178)
peak16752	Pik3ca (+2597)
peak16753	Gm10309 (-2271)
peak16754	Numa1 (-5044)
peak16755	Tns1 (+183408)
peak16756	Lama5 (+9777)
peak16757	Tgfbr2 (+40299)
peak16758	Nlrp3 (+5)
peak16759	Dok1 (+4745)
peak16760	Reep3 (-3667)
peak16761	Ppp4c (-2012)
peak16762	Slc36a3 (+17044)
peak16763	Ist1 (+410)
peak16764	Kcnq5 (+1348)
peak16765	Cux1 (+101662)
peak16766	Cd209a (+11874)
peak16767	Irs2 (-147695)
peak16768	Ranbp9 (+17536)
peak16769	Stx11 (+14655)
peak16770	Zfp366 (+36191)
peak16771	Sh3glb1 (+50682)
peak16772	Gid4 (+7683)
peak16773	Gas7 (-19632)
peak16774	Usf3 (-869)
peak16775	Ttc39c (+8176)
peak16776	Tox (-209319)
peak16777	Bbc3 (+34164)
peak16778	Usp28 (+1303)
peak16779	Nup210 (+132476)
peak16780	Reep3 (-3460)
peak16781	Ahrr (-4363)
peak16782	Chst12 (+15871)
peak16783	Pdgfa (-58389)
peak16784	Prdm15 (-18672)
peak16785	Fam213a (-3493)
peak16786	Rab4a (-50942)
peak16787	Rnf6 (+3276)
peak16788	Runx1 (+36091)
peak16789	Ankrd44 (+4012)
peak16790	Cog8 (+501)
peak16791	Aspn (+12732)
peak16792	Kdm7a (-51500)
peak16793	Lpcat2 (+1168)
peak16794	Ptpn22 (+2557)
peak16795	Olfr324 (+5971)
peak16796	Ap3d1 (+15826)
peak16797	Lrrc8c (-8130)
peak16798	Snrnp35 (+23283)
peak16799	Cacng4 (+11784)
peak16800	Selplg (-2244)
peak16801	Hs2st1 (+11726)
peak16802	Ifngr1 (-98642)
peak16803	Prr5l (-31403)
peak16804	Slc4a11 (-23)
peak16805	Prkcd (+32807)
peak16806	Med13l (-65315)
peak16807	Rps9 (+1675)
peak16808	Rapgef1 (+12805)
peak16809	Mex3b (+27219)
peak16810	Actl7a (+24770)
peak16811	Serpinb9g (+75058)
peak16812	Gypc (-87689)
peak16813	Abhd17c (+15907)
peak16814	Flt1 (+135873)
peak16815	Nop58 (+21881)
peak16816	Plxna2 (+63443)
peak16817	Ap1s3 (+112479)
peak16818	Snapc1 (+10219)
peak16819	Ninj2 (+62361)
peak16820	Ier5l (+103)
peak16821	Dhx33 (+322)
peak16822	Rapgef2 (-27568)
peak16823	Atg7 (+14869)
peak16824	Col17a1 (+36808)
peak16825	Vmp1 (+25796)
peak16826	Snx29 (+47016)
peak16827	Smox (-43830)
peak16828	Dnajb12 (+30149)
peak16829	Il6st (-67379)
peak16830	Best2 (+3142)
peak16831	Myl9 (-55351)
peak16832	Rpl7a-ps3 (-27470)
peak16833	Hbp1 (-34232)
peak16834	Pnpla7 (+18219)
peak16835	Hivep2 (+17399)
peak16836	Wwp2 (+66199)
peak16837	Osbpl3 (-17767)
peak16838	Ssh2 (-4185)
peak16839	Atp6v1c1 (-58964)
peak16840	Dtnbp1 (+31148)
peak16841	Tnfaip3 (-150319)
peak16842	Cradd (-38393)
peak16843	E2f7 (-312905)
peak16844	Lrrc4 (-78346)
peak16845	Ireb2 (+8756)
peak16846	Rab11fip1 (+2002)
peak16847	Metrnl (-118)
peak16848	Ago2 (-55559)
peak16849	Ywhag (+20181)
peak16850	Pcnx2 (+70143)
peak16851	Tnrc6b (+5497)
peak16852	Irgm2 (+192)
peak16853	Wwp2 (+66697)
peak16854	Phf20 (+11713)
peak16855	Sub1 (-34155)
peak16856	Zdhhc1 (+12737)
peak16857	Itpripl2 (+10387)
peak16858	Afap1l2 (-75113)
peak16859	Abcb5 (-33999)
peak16860	Gpr26 (-136001)
peak16861	Ubl3 (-60348)
peak16862	Uri1 (+34493)
peak16863	March6 (+15183)
peak16864	Degs1 (-19911)
peak16865	Hes1 (-154021)
peak16866	Gas2l3 (+12530)
peak16867	Fam124a (+15792)
peak16868	Snd1 (+101989)
peak16869	Il17rd (+92849)
peak16870	Chdh (+83701)
peak16871	Irf2 (-18443)
peak16872	Lgmn (+21882)
peak16873	Ncor2 (-16111)
peak16874	Wdr6 (-3710)
peak16875	Sipa1l2 (+1299)
peak16876	Rusc1 (-112)
peak16877	Slc11a1 (+6214)
peak16878	Sntb2 (+1589)
peak16879	Slain1 (+13095)
peak16880	Fam102a (-32211)
peak16881	Lmo4 (-170999)
peak16882	Tnfrsf13b (+15093)
peak16883	Cxcl12 (+334568)
peak16884	Cd164 (+26075)
peak16885	Hsd17b3 (+35041)
peak16886	Slc19a2 (+12573)
peak16887	Grik4 (-66861)
peak16888	Tgds (+22790)
peak16889	Ackr3 (+21878)
peak16890	Mymx (-8510)
peak16891	Mtfr1 (+59010)
peak16892	Pcca (+179695)
peak16893	Fhdc1 (+29485)
peak16894	Itm2b (-25008)
peak16895	Stard13 (-187025)
peak16896	Klf14 (-141377)
peak16897	Ptgdr2 (+1479)
peak16898	Ube2t (+459)
peak16899	Xxylt1 (+112885)
peak16900	Hdac4 (+93999)
peak16901	Hivep2 (+22473)
peak16902	Itga3 (-9586)
peak16903	Nsd1 (-26337)
peak16904	Cd200r1 (-3727)
peak16905	Bag5 (+14782)
peak16906	Dock5 (-2260)
peak16907	Ccdc155 (+7661)
peak16908	Nr3c1 (+83748)
peak16909	Srgap1 (+8603)
peak16910	Sspn (+43879)
peak16911	Ulk1 (-10938)
peak16912	Ago2 (-64587)
peak16913	Rybp (-35808)
peak16914	Nampt (-138385)
peak16915	Nfx1 (+29445)
peak16916	Zfp704 (-34388)
peak16917	Map3k2 (+23014)
peak16918	Nsmce2 (+73870)
peak16919	Klf14 (-171672)
peak16920	Slc35f2 (-19638)
peak16921	Ubd (-31)
peak16922	Mtap (+41004)
peak16923	Jun (-114561)
peak16924	Banp (+35398)
peak16925	Pmp22 (+298887)
peak16926	Btg2 (+17773)
peak16927	Dennd4a (+13985)
peak16928	Mcf2l (+33581)
peak16929	Sik3 (+34425)
peak16930	Banp (+5569)
peak16931	Ptk2b (+32591)
peak16932	Pik3r6 (-373)
peak16933	Dad1 (+28549)
peak16934	Sfxn5 (-16022)
peak16935	Mtfmt (-5183)
peak16936	B3gnt2 (+45467)
peak16937	Ddr1 (+6528)
peak16938	Apol8 (+3531)
peak16939	Slc28a1 (+42796)
peak16940	Smarcd3 (-34363)
peak16941	Vgll4 (+41354)
peak16942	Cep83 (-50455)
peak16943	Atp6v0a1 (-6310)
peak16944	Wwc2 (+72833)
peak16945	Gimap4 (+2683)
peak16946	Plaur (+8078)
peak16947	Gpr84 (-6462)
peak16948	Atad5 (+2265)
peak16949	Adam12 (+191820)
peak16950	BC106179 (-97353)
peak16951	Slamf7 (-11747)
peak16952	Zfp281 (+12374)
peak16953	Pde3a (-203610)
peak16954	Farsb (+69089)
peak16955	Arhgap32 (-47226)
peak16956	Zbtb2 (-1062)
peak16957	Gadd45b (+733)
peak16958	4933402J07Rik (+126254)
peak16959	Dis3 (-34431)
peak16960	Unc5b (-45661)
peak16961	Ddhd2 (-10801)
peak16962	Tox (-224470)
peak16963	Chst5 (+7213)
peak16964	Tmem150c (-94886)
peak16965	Chek1 (-1197)
peak16966	Acsl4 (+802)
peak16967	Smg6 (+88954)
peak16968	Tnrc6a (-13805)
peak16969	Mnt (-4581)
peak16970	Aatk (-16382)
peak16971	Adam12 (+114745)
peak16972	Ddit4 (+35093)
peak16973	Btbd17 (+9353)
peak16974	Bhlha15 (+172)
peak16975	Lcn2 (-1560)
peak16976	Asprv1 (-29212)
peak16977	Ptk2b (+32793)
peak16978	Serac1 (+64585)
peak16979	Tasp1 (-23980)
peak16980	Epb41l5 (+46615)
peak16981	H2-DMa (-613)
peak16982	Fsbp (+42157)
peak16983	Hs6st1 (-254650)
peak16984	Cryl1 (+81110)
peak16985	Cnot11 (-5711)
peak16986	Azin1 (-56201)
peak16987	Akap11 (+78511)
peak16988	Dip2a (-13275)
peak16989	Sc5d (+54122)
peak16990	Atp9b (+74731)
peak16991	Cirbp (-1852)
peak16992	Itgb3 (+11615)
peak16993	Isg20 (-2648)
peak16994	Tiam1 (+103012)
peak16995	Sp7 (-816)
peak16996	Etv6 (+170107)
peak16997	Cass4 (+102)
peak16998	Ehf (+25329)
peak16999	BC034090 (+8112)
peak17000	1110038F14Rik (+1001)
peak17001	Prickle1 (+2196)
peak17002	Gsg1l (-52459)
peak17003	Abca1 (-21831)
peak17004	Npvf (-326100)
peak17005	Slx4ip (+88459)
peak17006	Otp (-12649)
peak17007	Cnnm2 (-13583)
peak17008	Gm10384 (+27219)
peak17009	Uggt1 (+56375)
peak17010	Rasgrf1 (-71103)
peak17011	Prkdc (+83018)
peak17012	Bcl2l15 (+2837)
peak17013	Klrb1f (+5788)
peak17014	S1pr1 (-48436)
peak17015	Rubcnl (-10983)
peak17016	Add2 (+29957)
peak17017	Nampt (-121918)
peak17018	Ift27 (-11614)
peak17019	Socs1 (+27038)
peak17020	Zap70 (+7458)
peak17021	Apol6 (+108837)
peak17022	Susd3 (-24248)
peak17023	Bloc1s3 (+6451)
peak17024	Dnm3 (-31849)
peak17025	Ccdc82 (+57634)
peak17026	Zfp395 (+18102)
peak17027	Gm5617 (+36993)
peak17028	Slc39a11 (+95639)
peak17029	Pdia5 (+60)
peak17030	Cebpd (+102862)
peak17031	Prkcq (+51815)
peak17032	Ntng2 (+25477)
peak17033	Bhlhe40 (+4967)
peak17034	Cdk6 (+23367)
peak17035	Rftn1 (+164800)
peak17036	H6pd (-39155)
peak17037	Xrra1 (+47905)
peak17038	Trp73 (+18727)
peak17039	Plcl2 (+62850)
peak17040	Vapb (+6746)
peak17041	Trim72 (+15361)
peak17042	Zzef1 (+46739)
peak17043	Add2 (+41184)
peak17044	Cd7 (-3368)
peak17045	Nfkbil1 (+4507)
peak17046	Lipm (+18177)
peak17047	Crim1 (+41120)
peak17048	Rab7b (+10296)
peak17049	Edem3 (+45125)
peak17050	Wnt10b (-841)
peak17051	Smc4 (+1745)
peak17052	Ccdc32 (+33704)
peak17053	Cbfa2t3 (-37227)
peak17054	T (+20867)
peak17055	Gramd3 (-61658)
peak17056	Rab10 (+25352)
peak17057	Add2 (+3013)
peak17058	Tbca (-22821)
peak17059	Zfp619 (+124749)
peak17060	Nipal1 (+10754)
peak17061	Kcnk1 (+15883)
peak17062	Themis2 (-3618)
peak17063	Asb6 (+9904)
peak17064	Gramd4 (+52788)
peak17065	Mbnl1 (+105706)
peak17066	Dnaaf5 (-9477)
peak17067	Runx3 (+40985)
peak17068	Clvs1 (-135381)
peak17069	Socs3 (+3413)
peak17070	Rabac1 (-2246)
peak17071	Shisa8 (+24752)
peak17072	Bbs9 (+169856)
peak17073	Supt3 (-58365)
peak17074	Usp5 (+1127)
peak17075	Ttc28 (+218318)
peak17076	Zc3h7a (+737)
peak17077	Csnk1g3 (-524)
peak17078	Myo5c (-36873)
peak17079	Gpr4 (-9329)
peak17080	Zfp217 (-22785)
peak17081	Gm8439 (+13219)
peak17082	Manbal (+691)
peak17083	Lbx1 (-45874)
peak17084	Pabpc1l (+13095)
peak17085	Nmd3 (-13758)
peak17086	Hacd1 (+840)
peak17087	Mdm1 (+14300)
peak17088	Dennd1b (+148728)
peak17089	Aff3 (-35601)
peak17090	F13a1 (+108785)
peak17091	Pdgfa (+23464)
peak17092	Egr2 (-54254)
peak17093	Ncoa7 (-14551)
peak17094	Man2a1 (+2657)
peak17095	Rubcnl (+21032)
peak17096	Rras2 (+27354)
peak17097	Atxn7l1 (-21548)
peak17098	Nfyb (-33168)
peak17099	Ano10 (+63503)
peak17100	Degs2 (+70705)
peak17101	Ankrd12 (+2866)
peak17102	Tmprss13 (-21234)
peak17103	Chn2 (+79535)
peak17104	Ankrd53 (+425)
peak17105	Irf4 (+33405)
peak17106	Disp1 (+2989)
peak17107	Fxyd1 (-899)
peak17108	Fam105a (-29828)
peak17109	Taf12 (-10891)
peak17110	Rmdn2 (+1684)
peak17111	Sap18 (+473)
peak17112	Scaper (-30241)
peak17113	Dtl (+48291)
peak17114	Grk5 (+66197)
peak17115	Ccdc102a (-524)
peak17116	Ube2q1 (+22971)
peak17117	Adam30 (-53793)
peak17118	Lrrtm2 (-3250)
peak17119	Ndst1 (-9983)
peak17120	Lhx6 (+9823)
peak17121	Ankrd16 (+23048)
peak17122	Socs1 (+10705)
peak17123	Supv3l1 (-16199)
peak17124	Atrnl1 (+5729)
peak17125	Wdr63 (+561)
peak17126	E2f7 (+17285)
peak17127	Ncoa3 (+28263)
peak17128	Gdpd5 (+31101)
peak17129	Bid (-64844)
peak17130	Prrc2b (+9581)
peak17131	Bcor (-59751)
peak17132	Dmtn (+8583)
peak17133	Zfp956 (+14938)
peak17134	Lclat1 (-72935)
peak17135	Nab2 (+4500)
peak17136	Tns2 (-3048)
peak17137	Snx29 (+132974)
peak17138	Zfp451 (+925)
peak17139	Tacc1 (-58146)
peak17140	Inpp4a (-46699)
peak17141	Srgap3 (+18192)
peak17142	Lif (+39329)
peak17143	Ttc8 (+30157)
peak17144	Ralb (-8824)
peak17145	Serpina3f (-23460)
peak17146	Agbl1 (-179844)
peak17147	Chd3 (+2389)
peak17148	Mllt10 (+52452)
peak17149	Agap1 (-188799)
peak17150	Srgap2 (+18093)
peak17151	Pak2 (+32929)
peak17152	Ssbp3 (+65919)
peak17153	Pofut2 (+18036)
peak17154	Itpripl2 (+12660)
peak17155	P2rx4 (-2849)
peak17156	Hcls1 (-4111)
peak17157	Hspa4 (+167650)
peak17158	H2afy (-17647)
peak17159	Apoa1 (-53580)
peak17160	1700008O03Rik (-1737)
peak17161	Cxcl1 (-9495)
peak17162	Dfna5 (+8360)
peak17163	Susd1 (+104212)
peak17164	Ttll12 (+1030)
peak17165	Fam162a (+14820)
peak17166	Lactb (-15576)
peak17167	Gnptab (+38695)
peak17168	Stim2 (+44217)
peak17169	Cxxc5 (+43677)
peak17170	Ier2 (-68)
peak17171	Emp3 (+123)
peak17172	4930523C07Rik (-122368)
peak17173	Nedd4 (+55300)
peak17174	Ube2v1 (+4588)
peak17175	Rev3l (+52981)
peak17176	Popdc3 (+19983)
peak17177	Il6ra (+7909)
peak17178	Thpo (-65682)
peak17179	Afap1l2 (-5212)
peak17180	P2ry2 (-16792)
peak17181	Srrm3 (+21518)
peak17182	Evi2 (+869)
peak17183	Gm11077 (+90264)
peak17184	Nr3c1 (-28358)
peak17185	2410089E03Rik (+108946)
peak17186	Trim55 (+18872)
peak17187	Ttc30a2 (+17398)
peak17188	Ss18 (+25293)
peak17189	Cul1 (+746)
peak17190	Dyrk1a (+23852)
peak17191	Mark3 (-5503)
peak17192	Hivep1 (+61879)
peak17193	Asb17 (-46413)
peak17194	Stim2 (+63228)
peak17195	Letmd1 (-7151)
peak17196	Ndufa12 (+113593)
peak17197	Arl14 (-40660)
peak17198	Zfp36l2 (-38984)
peak17199	Kcnc1 (-3881)
peak17200	Sema4b (-3160)
peak17201	Gimap8 (-963)
peak17202	Vcpkmt (+69641)
peak17203	Grin1 (+14019)
peak17204	Sema7a (+15043)
peak17205	Gng2 (+8300)
peak17206	Znrf1 (+39604)
peak17207	Tmem144 (+33749)
peak17208	Plcd4 (+7020)
peak17209	Clip2 (+19775)
peak17210	Tbl1xr1 (-180659)
peak17211	Hmg20a (+105818)
peak17212	Igsf5 (+26313)
peak17213	Tmem17 (+132022)
peak17214	Plekhm2 (-6355)
peak17215	9930022D16Rik (+3641)
peak17216	Fance (-18923)
peak17217	Gucy2e (-31211)
peak17218	Plekha5 (+43045)
peak17219	Irf8 (-6825)
peak17220	Rrp1 (+10462)
peak17221	Cd244 (-83)
peak17222	4931406P16Rik (-28712)
peak17223	Spns2 (-1381)
peak17224	1810011H11Rik (+12238)
peak17225	Pabpc2 (-119355)
peak17226	Fdx1 (+32305)
peak17227	Kcnk12 (-51107)
peak17228	Ms4a6d (+14605)
peak17229	Egfr (+89305)
peak17230	Ift27 (+2276)
peak17231	Park7 (-7831)
peak17232	Eya2 (-399)
peak17233	Kif3b (+1024)
peak17234	P2rx1 (-11143)
peak17235	Hes1 (-117491)
peak17236	Prkch (+26864)
peak17237	Nfe2 (-3593)
peak17238	2900026A02Rik (-26699)
peak17239	Lrrn2 (-14891)
peak17240	Ltb4r1 (+2432)
peak17241	Mtch2 (-32095)
peak17242	Fabp7 (-62362)
peak17243	Dync1h1 (-43089)
peak17244	Lrrc8d (+45511)
peak17245	Traf5 (+1455)
peak17246	Lcp2 (-36910)
peak17247	Arl6ip5 (+11549)
peak17248	Sh3pxd2b (+10044)
peak17249	Rps23 (+54301)
peak17250	Fyb (-23350)
peak17251	Sgms1 (+57191)
peak17252	Nfkbiz (+55440)
peak17253	Rhod (-2011)
peak17254	Zmynd8 (+280)
peak17255	Herc3 (+8682)
peak17256	Slc19a1 (-2326)
peak17257	Dohh (-2231)
peak17258	Hectd4 (+72759)
peak17259	Cd69 (+8504)
peak17260	Sectm1a (-11919)
peak17261	Epas1 (-124244)
peak17262	Serinc5 (+28101)
peak17263	Gramd1b (+64708)
peak17264	Wee1 (+44398)
peak17265	Abra (+80019)
peak17266	Hunk (+69341)
peak17267	Cdkl1 (-50452)
peak17268	Gnl2 (+17812)
peak17269	Gpatch2l (-75360)
peak17270	Ttc8 (+53784)
peak17271	Bach2 (+152690)
peak17272	Ncoa2 (-88817)
peak17273	Lca5 (+119009)
peak17274	Cdca7l (+99103)
peak17275	Ppp1r9a (+248)
peak17276	Tet2 (+25113)
peak17277	Lrrc52 (-23797)
peak17278	Upf3a (-4875)
peak17279	Gm14137 (-365)
peak17280	Mcl1 (+5220)
peak17281	Cep19 (+11757)
peak17282	Tmigd1 (-10696)
peak17283	Prex1 (+164630)
peak17284	Lilr4b (-26896)
peak17285	Trim5 (-2793)
peak17286	Nagpa (+318)
peak17287	Rpl7a (+541)
peak17288	Sipa1l3 (+52832)
peak17289	Pard3 (+261002)
peak17290	Sipa1l2 (+207472)
peak17291	Klrg1 (-11185)
peak17292	Chic2 (+153020)
peak17293	Ttc7b (+147777)
peak17294	Kif16b (-27617)
peak17295	Klc2 (-60284)
peak17296	Itm2c (-48043)
peak17297	Lmo2 (-67784)
peak17298	Birc6 (+62000)
peak17299	Mtmr6 (+21137)
peak17300	Siah2 (+6015)
peak17301	Kcna2 (-25736)
peak17302	Pgm1 (-47305)
peak17303	Arid3b (+31150)
peak17304	Rhov (+4088)
peak17305	Sc5d (+2660)
peak17306	Comtd1 (+559)
peak17307	Cd68 (-114)
peak17308	Popdc2 (+9895)
peak17309	Snx30 (-3544)
peak17310	Lgals9 (-20785)
peak17311	Ccdc88c (+15182)
peak17312	B4galt3 (-1844)
peak17313	Mdm2 (-10055)
peak17314	Gm6576 (+207134)
peak17315	Smpdl3a (+8976)
peak17316	Akap7 (+147757)
peak17317	Anp32e (+13735)
peak17318	Nop53 (-2740)
peak17319	Gtf3c6 (+754)
peak17320	Fam107b (+16732)
peak17321	Sdc1 (+178)
peak17322	Tbx21 (-14955)
peak17323	Ppp1r16b (+35672)
peak17324	Zmynd8 (+25859)
peak17325	Rsbn1 (-5243)
peak17326	Rpn1 (+23685)
peak17327	Gramd4 (+58380)
peak17328	Gm11733 (-135905)
peak17329	Mat2b (-915)
peak17330	Osbpl9 (+81314)
peak17331	Crlf3 (+5107)
peak17332	Fgf2 (+30696)
peak17333	Sesn1 (+53266)
peak17334	Sel1l (+7053)
peak17335	Csnk1g3 (+22078)
peak17336	Spz1 (+21257)
peak17337	Fgd3 (-12362)
peak17338	Irf2 (-41939)
peak17339	Bpifc (-82)
peak17340	Ssh1 (+2622)
peak17341	Smyd2 (+33378)
peak17342	Foxp1 (+378453)
peak17343	Tsen2 (-21808)
peak17344	Thop1 (+6453)
peak17345	Catsperg1 (+2010)
peak17346	Degs1 (+32072)
peak17347	Lcp2 (+2237)
peak17348	Lrr1 (-3791)
peak17349	Map4k3 (-40005)
peak17350	Lrch3 (+4110)
peak17351	2410131K14Rik (+116623)
peak17352	Cnot6 (-34259)
peak17353	Ube2d2a (+21482)
peak17354	Rrm2b (+28803)
peak17355	Slc6a20a (-13167)
peak17356	Farsb (+66084)
